cuotas,monto,edad,ingresos,empresa,comerciante,comercio,sucursal,plan,sexo,ocupacion,calificacion,nacionalidad,localidad,mora
0.06,0.0391,0.32,0.0256,0.1,0.0161,0.4722,0.25,0.4265,0.154,0.0133,0.0016,0.3466,0.5017,False
0.06,0.0017,0.43,0.5972,0.1,0.0157,0.4721,0.02,0.4264,0.147,0.2069,0.0015,0.3466,0.3574,True
0.06,0.0453,0.42,0.0221,0.1,0.1051,0.3416,0.48,0.4264,0.147,0.0133,0.0015,0.3466,0.4579,True
0.09,0.0017,0.72,0.5839,0.1,0.0158,0.4722,0.1,0.4265,0.147,0.0133,0.3441,0.3827,0.0372,False
0.04,0.016,0.32,0.0625,0.1,0.0157,0.4721,0.02,0.4264,0.147,0.0133,0.0016,0.3466,0.5702,False
0.09,0.2619,0.52,0.0038,0.1,0.0157,0.4721,0.02,0.4264,0.154,0.0133,0.0016,0.3466,0.0861,False
0.06,0.0076,0.44,0.1321,0.1,0.1103,0.4724,0.49,0.4266,0.147,0.0133,0.0015,0.3827,0.3959,False
0.12,0.0015,0.55,0.6516,0.1,0.0159,0.0334,0.14,0.4263,0.147,0.2068,0.0015,0.3466,0.2671,False
0.04,0.0063,0.23,0.16,0.1,0.1251,0.4723,0.36,0.4265,0.154,0.0133,0.0015,0.3466,0.3941,True
0.06,0.002,0.59,0.5067,0.1,0.1524,0.7625,0.7,0.4268,0.147,0.2068,0.0015,0.3466,0.1296,True
0.09,0.6223,0.24,0.0016,0.1,0.0161,0.4722,0.25,0.4265,0.154,0.0133,0.0015,0.3466,0.0161,False
0.12,0.0101,0.22,0.0987,0.1,0.016,0.0334,0.24,0.4263,0.147,0.2075,0.0015,0.3466,0.5923,False
0.15,0.0025,0.59,0.4036,0.1,0.0157,0.4721,0.06,0.4265,0.147,0.0133,0.0014,0.3466,0.1777,False
0.06,0.6267,0.41,0.0016,0.1,0.0157,0.4721,0.02,0.4271,0.147,0.0133,0.0015,0.3466,0.4518,True
0.06,0.0085,0.53,0.1173,0.1,0.1251,0.4107,0.36,0.4264,0.147,0.2068,0.0016,0.3827,0.3098,False
0.09,0.0331,0.7,0.0302,0.1,0.0158,0.0335,0.1,0.4273,0.147,0.2073,0.0014,0.3466,0.0473,False
0.06,0.0109,0.43,0.0918,0.1,0.0157,0.0336,0.02,0.4263,0.147,0.0133,0.0016,0.3466,0.1361,True
0.06,0.0357,0.66,0.028,0.1,0.0749,0.4723,0.35,0.427,0.147,0.2068,0.0016,0.3466,0.5414,False
0.12,0.0449,0.28,0.0223,0.1,0.1516,0.7113,0.35,0.4206,0.147,0.0133,0.0016,0.3466,0.5332,False
0.09,0.0026,0.31,0.3894,0.1,0.1051,0.4723,0.48,0.4266,0.154,0.0133,0.0015,0.3466,0.5414,True
0.12,0.0144,0.23,0.0692,0.1,0.0157,0.4721,0.05,0.4265,0.154,0.0133,0.0015,0.3466,0.3574,True
0.06,0.4545,0.19,0.0022,0.1,0.1438,0.4722,0.47,0.4265,0.154,0.207,0.0015,0.3466,0.172,True
0.09,0.1716,0.42,0.0058,0.1,0.0158,0.4721,0.09,0.4265,0.154,0.0133,0.0016,0.3466,0.0702,False
0.09,0.0667,0.53,0.015,0.1,0.0157,0.4721,0.06,0.4265,0.154,0.0133,0.0016,0.3466,0.4579,False
0.09,0.3506,0.49,0.0029,0.1,0.0161,0.0334,0.26,0.4263,0.147,0.207,0.0015,0.3466,0.5306,True
0.04,0.0351,0.62,0.0285,0.1,0.0749,0.4723,0.35,0.4265,0.147,0.2068,0.0015,0.3466,0.3098,False
0.12,0.6711,0.21,0.0015,0.1,0.0158,0.0333,0.07,0.4263,0.154,0.0133,0.0016,0.3466,0.5074,False
0.09,0.6778,0.28,0.0015,0.1,0.0157,0.0335,0.05,0.4263,0.147,0.0133,0.0016,0.3466,0.3574,True
0.04,0.0118,0.39,0.0847,0.1,0.0157,0.4721,0.01,0.4264,0.147,0.207,0.0015,0.3466,0.2194,True
0.04,0.0411,0.36,0.0243,0.1,0.0159,0.4722,0.14,0.4265,0.154,0.0133,0.0016,0.3827,0.0849,True
0.09,0.0391,0.49,0.0256,0.1,0.0157,0.0335,0.04,0.4263,0.154,0.0133,0.0015,0.3466,0.2799,True
0.06,0.0029,0.25,0.3455,0.1,0.0157,0.0336,0.02,0.4263,0.147,0.0133,0.0015,0.3466,0.1361,True
0.15,0.006,0.38,0.1659,0.1,0.1524,0.7625,0.7,0.4266,0.147,0.0133,0.0014,0.3466,0.1296,False
0.12,0.0014,0.62,0.702,0.1,0.1251,0.4107,0.36,0.4264,0.147,0.2068,0.0015,0.3466,0.1777,True
0.09,0.0028,0.7,0.3605,0.1,0.1524,0.7625,0.7,0.4266,0.154,0.2068,0.0016,0.3827,0.1296,False
0.06,0.1021,0.64,0.0098,0.1,0.0749,0.4723,0.35,0.4265,0.147,0.2068,0.0016,0.3466,0.5332,False
0.06,0.1389,0.42,0.0072,0.1,0.0157,0.4721,0.06,0.4265,0.154,0.0133,0.0015,0.3466,0.1597,False
0.12,0.1319,0.6,0.0076,0.1,0.0749,0.4723,0.35,0.4265,0.147,0.2068,0.0015,0.3466,0.5414,True
0.06,0.0783,0.34,0.0128,0.1,0.0698,0.4722,0.28,0.4265,0.147,0.0133,0.0016,0.3466,0.5884,True
0.12,0.0489,0.42,0.0205,0.1,0.0159,0.4722,0.14,0.4265,0.154,0.0133,0.0015,0.3827,0.6273,False
0.06,0.1458,0.6,0.0069,0.1,0.1051,0.3416,0.48,0.4264,0.147,0.0133,0.0016,0.3466,0.5176,False
0.18,0.0042,0.28,0.2404,0.1,0.0161,0.4722,0.25,0.4265,0.154,0.0133,0.0015,0.3827,0.0161,True
0.12,0.017,0.25,0.0587,0.1,0.1438,0.4722,0.47,0.4265,0.154,0.0133,0.0016,0.3466,0.2769,False
0.12,0.0014,0.61,0.7196,0.1,0.0698,0.4722,0.28,0.4265,0.154,0.2068,0.0015,0.3466,0.4001,False
0.04,0.0595,0.32,0.0168,0.1,0.0158,0.0334,0.08,0.4263,0.154,0.0133,0.0015,0.3466,0.4579,True
0.04,0.0019,0.62,0.54,0.1,0.0161,0.0335,0.25,0.4263,0.147,0.0133,0.0015,0.3466,0.5071,True
0.04,0.0159,0.37,0.0629,0.1,0.0157,0.4721,0.02,0.4264,0.154,0.0133,0.0016,0.3466,0.0861,True
0.09,0.0354,0.53,0.0282,0.1,0.0161,0.0334,0.26,0.4263,0.154,0.0133,0.0016,0.3466,0.4579,False
0.12,0.0026,0.5,0.3802,0.1,0.1476,0.4817,0.05,0.4194,0.147,0.2068,0.0016,0.3466,0.3574,False
0.06,0.0419,0.31,0.0239,0.1,0.0157,0.4721,0.01,0.4264,0.154,0.0133,0.0015,0.3466,0.4579,False
0.06,0.1971,0.26,0.0051,0.1,0.0161,0.0334,0.26,0.4263,0.154,0.0133,0.0016,0.3466,0.4517,False
0.12,0.5037,0.25,0.002,0.1,0.0158,0.0336,0.09,0.4263,0.154,0.0133,0.0016,0.3466,0.0702,False
0.06,0.0229,0.58,0.0436,0.1,0.0159,0.4722,0.14,0.4265,0.154,0.0133,0.0016,0.3466,0.562,False
0.04,0.106,0.66,0.0094,0.1,0.0159,0.4722,0.14,0.4265,0.154,0.2068,0.0016,0.3466,0.562,False
0.12,0.0106,0.62,0.0946,0.1,0.1103,0.3631,0.49,0.4264,0.147,0.2068,0.0016,0.3466,0.5017,False
0.12,0.0073,0.51,0.1364,0.1,0.1524,0.7625,0.71,0.4266,0.154,0.0133,0.0015,0.3466,0.4765,True
0.12,0.0733,0.21,0.0136,0.1,0.0159,0.4722,0.14,0.4265,0.154,0.2069,0.0015,0.3466,0.2671,True
0.06,0.0065,0.72,0.1543,0.1,0.1251,0.4107,0.36,0.4264,0.147,0.2068,0.0016,0.3466,0.3098,True
0.09,0.0035,0.4,0.2878,0.1,0.0157,0.0335,0.05,0.4263,0.147,0.2068,0.0015,0.3466,0.3574,True
0.12,0.0845,0.29,0.0118,0.1,0.0157,0.4721,0.01,0.4264,0.147,0.0133,0.0016,0.3466,0.2194,False
0.06,0.1875,0.37,0.0053,0.1,0.0749,0.1446,0.35,0.4264,0.154,0.0133,0.0016,0.3827,0.4579,False
0.06,0.2778,0.46,0.0036,0.1,0.0157,0.0335,0.05,0.4263,0.147,0.2068,0.0016,0.3466,0.3574,False
0.09,0.0353,0.27,0.0283,0.1,0.1103,0.4724,0.49,0.4266,0.147,0.0133,0.0016,0.3466,0.4579,False
0.15,0.007,0.52,0.1433,0.1,0.0157,0.4721,0.06,0.4265,0.147,0.2068,0.0014,0.3466,0.1777,False
0.09,0.5214,0.32,0.0019,0.1,0.1251,0.4723,0.36,0.4265,0.154,0.0133,0.0015,0.3466,0.1777,True
0.03,0.0036,0.33,0.28,0.1,0.0349,0.4162,0.07,0.4131,0.154,0.0133,0.0015,0.3466,0.5074,False
0.09,0.0015,0.6,0.6827,0.1,0.1051,0.4723,0.48,0.4266,0.154,0.2068,0.0014,0.3466,0.5176,False
0.06,0.0453,0.33,0.0221,0.1,0.1103,0.3631,0.49,0.4264,0.147,0.0133,0.0015,0.3827,0.1506,False
0.15,0.034,0.45,0.0294,0.1,0.016,0.4722,0.24,0.4265,0.147,0.0133,0.0015,0.3466,0.5351,False
0.09,0.0015,0.68,0.6525,0.1,0.0157,0.0335,0.05,0.4263,0.154,0.2068,0.0216,0.3466,0.543,True
0.06,0.005,0.43,0.1996,0.1,0.0157,0.4721,0.05,0.4265,0.154,0.0133,0.0015,0.3466,0.4579,True
0.12,1,0.22,0.001,0.1,0.0161,0.4722,0.26,0.4265,0.154,0.0133,0.0016,0.3466,0.5306,False
0.09,0.2216,0.29,0.0045,0.1,0.1051,0.4723,0.48,0.4266,0.147,0.2068,0.0015,0.3466,0.5414,True
0.12,0.8772,0.7,0.0011,0.1,0.0157,0.0336,0.02,0.4263,0.147,0.2068,0.0016,0.3466,0.4579,False
0.06,0.003,0.36,0.3279,0.1,0.0157,0.0336,0.02,0.4263,0.147,0.0133,0.0016,0.3466,0.5702,False
0.04,0.0216,0.6,0.0462,0.1,0.0157,0.4721,0.01,0.4264,0.147,0.2068,0.0015,0.3466,0.2194,False
0.06,0.0069,0.25,0.1448,0.1,0.0157,0.4721,0.04,0.4265,0.154,0.0133,0.0015,0.3466,0.0209,True
0.09,0.0725,0.4,0.0138,0.1,0.0158,0.0334,0.08,0.4263,0.154,0.0133,0.0016,0.3466,0.4579,False
0.04,0.0357,0.63,0.028,0.1,0.0159,0.4722,0.14,0.4265,0.147,0.2068,0.0015,0.3466,0.2671,False
0.04,0.0105,0.24,0.0953,0.1,0.1095,0.3594,0.48,0.4086,0.154,0.0133,0.0015,0.3466,0.5414,False
0.12,0.0068,0.76,0.1462,0.1,0.0698,0.4722,0.28,0.4265,0.147,0.2068,0.0015,0.3466,0.5884,True
0.12,0.0014,0.4,0.7044,0.1,0.1251,0.4723,0.36,0.4265,0.154,0.2068,0.0216,0.3466,0.1887,True
0.06,0.0298,0.48,0.0336,0.1,0.0161,0.4722,0.25,0.4265,0.154,0.0133,0.0015,0.3466,0.0161,True
0.04,0.0062,0.45,0.1601,0.1,0.0158,0.4721,0.08,0.4265,0.147,0.2068,0.3441,0.3466,0.1361,False
0.12,0.0044,0.31,0.228,0.1,0.1251,0.4107,0.36,0.4264,0.154,0.0133,0.0016,0.3466,0.5414,False
0.09,0.0011,0.5,0.8952,0.1,0.0157,0.4721,0.06,0.4265,0.147,0.2068,0.3441,0.3466,0.3941,False
0.06,0.0433,0.53,0.0231,0.1,0.0157,0.4721,0.01,0.4264,0.147,0.0133,0.0016,0.3466,0.2194,False
0.12,0.399,0.24,0.0025,0.1,0.0158,0.0334,0.08,0.4263,0.147,0.0133,0.0016,0.3466,0.4579,False
0.15,0.5833,0.27,0.0017,0.1,0.0158,0.4722,0.1,0.4265,0.154,0.0133,0.0016,0.3466,0.0372,True
0.09,0.8222,0.25,0.0012,0.1,0.016,0.4722,0.24,0.4265,0.147,0.0133,0.0016,0.3466,0.0861,False
0.06,0.1125,0.35,0.0089,0.1,0.0157,0.0335,0.05,0.4263,0.147,0.2069,0.0016,0.3466,0.5884,True
0.06,0.0054,0.53,0.1844,0.1,0.0158,0.4722,0.1,0.4265,0.147,0.2068,0.0015,0.3466,0.4637,True
0.12,0.0012,0.64,0.806,0.1,0.0157,0.0335,0.05,0.4263,0.147,0.2068,0.3441,0.3466,0.0528,True
0.06,0.024,0.42,0.0416,0.1,0.1051,0.4723,0.48,0.4266,0.154,0.0133,0.0016,0.3466,0.5176,False
0.04,0.0244,0.69,0.041,0.1,0.0698,0.1446,0.28,0.4264,0.154,0.2068,0.0016,0.3466,0.1777,False
0.04,0.0022,0.55,0.4619,0.1,0.1103,0.4724,0.49,0.4266,0.147,0.0133,0.0014,0.3466,0.5561,False
0.12,0.0935,0.44,0.0107,0.1,0.0157,0.0335,0.06,0.4263,0.154,0.0133,0.0015,0.3466,0.5973,False
0.09,0.7515,0.28,0.0013,0.1,0.1103,0.3631,0.49,0.4264,0.154,0.0133,0.0016,0.3466,0.4579,False
0.12,0.1811,0.44,0.0055,0.1,0.0157,0.4721,0.05,0.4265,0.147,0.0133,0.0016,0.3466,0.3574,False
0.12,0.0028,0.42,0.3597,0.1,0.0157,0.4721,0.01,0.4264,0.147,0.0133,0.0015,0.3466,0.4579,True
0.12,0.0013,0.45,0.7459,0.1,0.0562,0.4378,0.14,0.4149,0.147,0.2068,0.3441,0.3466,0.5684,False
0.12,0.1571,0.21,0.0064,0.1,0.0157,0.0335,0.06,0.4263,0.154,0.0133,0.0015,0.3466,0.4579,True
0.12,0.4737,0.27,0.0021,0.1,0.0159,0.0334,0.14,0.4263,0.154,0.0133,0.0016,0.3466,0.2671,False
0.09,0.0065,0.39,0.1528,0.1,0.0158,0.0335,0.1,0.4263,0.147,0.2068,0.0014,0.3466,0.0372,True
0.09,0.0121,0.43,0.0824,0.1,0.0159,0.4722,0.14,0.4265,0.154,0.0133,0.0015,0.3466,0.2671,True
0.12,0.0467,0.21,0.0214,0.1,0.0158,0.4721,0.07,0.4265,0.154,0.0133,0.0016,0.3466,0.4579,True
0.06,0.0222,0.42,0.0451,0.1,0.0158,0.4721,0.07,0.4265,0.147,0.2068,0.0015,0.3466,0.5074,False
0.06,0.16,0.27,0.0063,0.1,0.1051,0.4723,0.48,0.4266,0.147,0.0133,0.0016,0.3466,0.2799,False
0.18,0.0032,0.31,0.311,0.1,0.0158,0.4721,0.07,0.4265,0.154,0.2068,0.3441,0.3466,0.4579,True
0.09,0.3889,0.23,0.0026,0.1,0.0157,0.0336,0.02,0.4263,0.147,0.0133,0.0016,0.3466,0.5702,False
0.06,0.0308,0.22,0.0324,0.1,0.0158,0.4722,0.1,0.4265,0.147,0.0133,0.0016,0.3466,0.4579,False
0.04,0.3128,0.65,0.0032,0.1,0.016,0.4722,0.24,0.4265,0.147,0.2068,0.0016,0.3466,0.0485,True
0.12,0.3846,0.3,0.0026,0.1,0.0157,0.4721,0.02,0.4264,0.147,0.207,0.0015,0.3466,0.1233,False
0.12,0.684,0.41,0.0015,0.1,0.1588,0.7739,0.26,0.4224,0.154,0.0133,0.0016,0.3466,0.2428,False
0.06,0.0399,0.24,0.025,0.1,0.0157,0.0335,0.06,0.4263,0.154,0.0133,0.0015,0.3466,0.4579,True
0.12,0.2754,0.21,0.0036,0.1,0.0157,0.0336,0.02,0.4263,0.154,0.0133,0.0015,0.3466,0.2897,True
0.12,0.0012,0.63,0.8393,0.1,0.016,0.0334,0.24,0.4263,0.147,0.0133,0.3441,0.3466,0.4518,False
0.09,0.0578,0.29,0.0173,0.1,0.0157,0.0336,0.02,0.4263,0.147,0.0133,0.0015,0.3827,0.0161,False
0.09,0.0072,0.25,0.138,0.1,0.0157,0.4721,0.04,0.4265,0.154,0.0133,0.0016,0.3466,0.4579,True
0.12,0.0074,0.27,0.1347,0.1,0.0161,0.0334,0.26,0.4263,0.147,0.0133,0.0015,0.3466,0.2428,True
0.04,0.2321,0.65,0.0043,0.1,0.1607,0.7817,0.05,0.4273,0.154,0.2068,0.0016,0.3466,0.3574,False
0.06,0.1362,0.77,0.0073,0.1,0.0749,0.4723,0.35,0.4265,0.147,0.2068,0.0016,0.3466,0.2854,False
0.12,0.0015,0.36,0.6688,0.1,0.0088,0.3307,0.01,0.4053,0.154,0.2068,0.3441,0.3466,0.2265,False
0.12,0.041,0.64,0.0244,0.1,0.0698,0.1446,0.28,0.4264,0.147,0.0133,0.0016,0.3827,0.4579,False
0.18,0.0032,0.37,0.3153,0.1,0.0157,0.4721,0.04,0.4265,0.147,0.2068,0.3441,0.3466,0.1361,False
0.12,0.0221,0.57,0.0453,0.1,0.1476,0.4817,0.05,0.4194,0.147,0.2068,0.0015,0.3466,0.3574,True
0.12,0.0362,0.59,0.0276,0.1,0.1251,0.4723,0.36,0.4265,0.147,0.2068,0.0016,0.3466,0.1887,False
0.06,0.0563,0.23,0.0178,0.1,0.0157,0.4721,0.05,0.4265,0.154,0.0133,0.0016,0.3466,0.3574,True
0.04,0.1795,0.63,0.0056,0.1,0.1595,0.7748,0.74,0.4267,0.147,0.2068,0.0015,0.3466,0.4579,True
0.12,0.0714,0.75,0.014,0.1,0.0157,0.0335,0.06,0.4263,0.154,0.2068,0.0015,0.3466,0.3874,True
0.06,0.0653,0.27,0.0153,0.1,0.0157,0.4721,0.05,0.4265,0.147,0.2071,0.0015,0.3466,0.4579,True
0.12,0.0025,0.65,0.4007,0.1,0.016,0.4722,0.24,0.4265,0.147,0.2068,0.0014,0.3466,0.0161,False
0.06,0.1064,0.25,0.0094,0.1,0.1051,0.3416,0.48,0.4264,0.154,0.0133,0.0015,0.3466,0.2799,False
0.09,0.0015,0.71,0.6545,0.1,0.1524,0.7625,0.71,0.4266,0.147,0.2068,0.0216,0.3466,0.1551,False
0.04,0.3636,0.31,0.0028,0.1,0.0157,0.0334,0.01,0.4263,0.154,0.207,0.0015,0.3466,0.4517,False
0.09,0.1009,0.42,0.0099,0.1,0.1103,0.4724,0.49,0.4266,0.154,0.0133,0.0015,0.3466,0.5017,False
0.06,0.0205,0.24,0.0489,0.1,0.1524,0.7625,0.71,0.4266,0.154,0.0133,0.0015,0.3466,0.1551,True
0.12,0.0021,0.53,0.4726,0.1,0.0161,0.4722,0.26,0.4265,0.147,0.2068,0.3441,0.3466,0.5306,False
0.09,0.098,0.54,0.0102,0.1,0.0157,0.4721,0.05,0.4265,0.154,0.0133,0.0015,0.3466,0.3574,True
0.06,0.1623,0.29,0.0062,0.1,0.1438,0.4713,0.47,0.4264,0.154,0.0133,0.0016,0.3466,0.1506,False
0.12,0.0398,0.3,0.0251,0.1,0.0698,0.4722,0.28,0.4265,0.154,0.0133,0.0016,0.3466,0.1777,True
0.18,0.0524,0.68,0.0191,0.1,0.0159,0.4722,0.14,0.4265,0.147,0.2068,0.0016,0.3466,0.2671,False
0.12,0.8077,0.31,0.0012,0.1,0.1438,0.4713,0.47,0.4264,0.154,0.0133,0.0016,0.3466,0.241,False
0.12,0.1852,0.33,0.0054,0.1,0.0157,0.4721,0.04,0.4265,0.154,0.0133,0.0016,0.3466,0.2799,False
0.15,0.0018,0.53,0.5668,0.1,0.0158,0.4722,0.1,0.4265,0.147,0.2068,0.3441,0.3466,0.407,False
0.04,0.01,0.24,0.1,0.1,0.0158,0.4721,0.09,0.4265,0.154,0.0133,0.0015,0.3466,0.0845,True
0.12,0.0283,0.49,0.0353,0.1,0.0157,0.4721,0.02,0.4264,0.154,0.0133,0.0016,0.3466,0.5702,False
0.04,0.006,0.21,0.1667,0.1,0.0157,0.4721,0.02,0.4264,0.154,0.207,0.0016,0.3466,0.3574,False
0.12,0.0016,0.31,0.6274,0.1,0.0698,0.4722,0.28,0.4265,0.154,0.0133,0.0015,0.3827,0.5884,True
0.06,0.0383,0.21,0.0261,0.1,0.1057,0.4791,0.48,0.419,0.147,0.0133,0.0016,0.3466,0.2799,True
0.09,0.016,0.23,0.0625,0.1,0.0157,0.4721,0.01,0.4264,0.154,0.0133,0.0015,0.3827,0.2194,True
0.18,0.0319,0.47,0.0313,0.1,0.1051,0.4723,0.48,0.4266,0.154,0.0133,0.0015,0.3466,0.5414,True
0.12,0.1923,0.27,0.0052,0.1,0.0157,0.4721,0.06,0.4265,0.154,0.207,0.0015,0.3466,0.5176,True
0.06,0.0019,0.3,0.5228,0.1,0.016,0.0334,0.24,0.4263,0.154,0.0133,0.0015,0.3466,0.4651,True
0.12,0.0013,0.49,0.7986,0.1,0.0749,0.4723,0.35,0.4265,0.154,0.0133,0.0015,0.3466,0.5176,True
0.12,0.0962,0.31,0.0104,0.1,0.1251,0.4723,0.36,0.4265,0.147,0.0133,0.0015,0.3466,0.3098,True
0.06,0.0793,0.4,0.0126,0.1,0.1103,0.4724,0.49,0.4266,0.154,0.207,0.0015,0.3466,0.1506,True
0.09,0.0014,0.58,0.7334,0.1,0.0157,0.0334,0.01,0.4263,0.147,0.0133,0.0015,0.4386,0.2194,True
0.12,0.0435,0.75,0.023,0.1,0.0158,0.4721,0.09,0.4265,0.147,0.2068,0.0015,0.3466,0.0702,True
0.06,0.0116,0.52,0.0863,0.1,0.0157,0.0336,0.02,0.4263,0.154,0.2069,0.0015,0.3466,0.0209,True
0.12,0.1625,0.21,0.0062,0.1,0.0158,0.0333,0.07,0.4263,0.147,0.207,0.0016,0.3827,0.5074,True
0.06,0.0833,0.33,0.012,0.1,0.0749,0.4723,0.35,0.4265,0.154,0.0133,0.0016,0.3466,0.543,True
0.09,0.0384,0.39,0.0261,0.1,0.016,0.4722,0.24,0.4265,0.147,0.0133,0.0015,0.3466,0.4579,True
0.04,0.2757,0.38,0.0036,0.1,0.0157,0.4721,0.02,0.4264,0.154,0.0133,0.0016,0.3466,0.2563,True
0.18,0.0041,0.24,0.2443,0.1,0.0158,0.4721,0.07,0.4265,0.154,0.0133,0.0216,0.3466,0.5074,True
0.12,0.2593,0.69,0.0039,0.1,0.0159,0.0334,0.14,0.4263,0.154,0.2068,0.0016,0.3466,0.5684,True
0.06,0.2553,0.69,0.0039,0.1,0.016,0.0334,0.24,0.4263,0.147,0.2068,0.0016,0.3466,0.4579,True
0.12,0.25,0.26,0.004,0.1,0.0698,0.1446,0.28,0.4264,0.147,0.207,0.0015,0.3466,0.5884,True
0.04,0.35,0.72,0.0029,0.1,0.0698,0.4722,0.28,0.4265,0.147,0.2068,0.0016,0.3466,0.5884,True
0.06,0.0909,0.44,0.011,0.1,0.0157,0.0335,0.05,0.4263,0.147,0.2068,0.0015,0.3466,0.1375,True
0.04,0.0014,0.37,0.7013,0.1,0.0158,0.4721,0.07,0.4265,0.154,0.0133,0.0016,0.3808,0.5074,True
0.06,0.0293,0.56,0.0341,0.1,0.0157,0.4721,0.06,0.4265,0.154,0.0133,0.0016,0.3466,0.3941,True
0.09,0.01,0.36,0.1005,0.1,0.1438,0.4713,0.47,0.4264,0.147,0.0133,0.0015,0.3466,0.1402,True
0.12,0.0367,0.31,0.0273,0.1,0.0157,0.0334,0.01,0.4263,0.147,0.2069,0.0015,0.3466,0.2194,True
0.15,0.0366,0.31,0.0273,0.1,0.0157,0.4721,0.01,0.4264,0.154,0.0133,0.0016,0.3808,0.2308,True
0.04,0.1684,0.29,0.0059,0.1,0.0161,0.4722,0.26,0.4265,0.147,0.0133,0.0016,0.3466,0.5306,True
0.09,0.0012,0.29,0.8491,0.1,0.016,0.4722,0.24,0.4265,0.147,0.0133,0.0015,0.3466,0.5351,True
0.09,0.0016,0.32,0.6364,0.1,0.0157,0.0334,0.01,0.4263,0.154,0.2068,0.3441,0.3466,0.4637,True
0.06,0.1263,0.48,0.0079,0.1,0.0157,0.0336,0.02,0.4263,0.147,0.0133,0.0016,0.3466,0.4579,False
0.06,0.0103,0.36,0.0969,0.1,0.1207,0.3964,0.05,0.4114,0.154,0.0133,0.0016,0.3466,0.3574,False
0.12,0.0688,0.57,0.0145,0.1,0.0157,0.0377,0.01,0.4263,0.147,0.0133,0.0016,0.3466,0.2308,False
0.04,0.1013,0.73,0.0099,0.1,0.1251,0.4723,0.36,0.4265,0.147,0.2068,0.0016,0.3466,0.4274,False
0.04,0.464,0.21,0.0022,0.1,0.0158,0.0334,0.08,0.4263,0.154,0.0133,0.0016,0.3466,0.0528,False
0.15,0.0063,0.46,0.1583,0.1,0.0157,0.4721,0.04,0.4265,0.147,0.0133,0.0014,0.3466,0.4695,True
0.15,0.0019,0.32,0.5245,0.1,0.0159,0.4722,0.14,0.4265,0.154,0.0133,0.0014,0.3466,0.2753,True
0.09,0.1644,0.4,0.0061,0.1,0.0698,0.4722,0.28,0.4265,0.154,0.0133,0.0015,0.3466,0.5884,False
0.12,0.0015,0.06,0.6577,0.1,0.016,0.0379,0.24,0.4264,0.154,0.2068,0.0015,0.3466,0.5351,True
0.06,0.0109,0.34,0.0916,0.1,0.0158,0.0335,0.1,0.4263,0.147,0.0133,0.0015,0.3466,0.4637,False
0.12,0.0014,0.41,0.7182,0.1,0.0161,0.0335,0.25,0.4263,0.154,0.2068,0.3441,0.3466,0.4579,False
0.12,0.0046,0.36,0.2184,0.1,0.0157,0.4721,0.05,0.4265,0.147,0.0133,0.0014,0.3466,0.5684,False
0.04,0.0042,0.23,0.2388,0.1,0.1051,0.4723,0.48,0.4266,0.147,0.0133,0.0015,0.3466,0.5176,False
0.12,0.088,0.28,0.0114,0.1,0.0157,0.0336,0.02,0.4263,0.147,0.0133,0.0015,0.3466,0.5702,False
0.06,0.23,0.25,0.0043,0.1,0.1592,0.7745,0.02,0.423,0.154,0.0133,0.0016,0.3466,0.4579,False
0.06,0.2482,0.63,0.004,0.1,0.0157,0.4721,0.06,0.4265,0.154,0.0133,0.0016,0.3466,0.5833,False
0.12,0.0101,0.39,0.0987,0.1,0.0158,0.0334,0.08,0.4263,0.154,0.0133,0.0015,0.3466,0.4579,True
0.06,0.0503,0.31,0.0199,0.1,0.0157,0.0336,0.02,0.4263,0.154,0.0133,0.0016,0.3466,0.4579,False
0.06,0.034,0.47,0.0294,0.1,0.0157,0.0335,0.05,0.4263,0.147,0.0133,0.0016,0.3466,0.3574,False
0.06,0.2693,0.21,0.0037,0.1,0.0161,0.0335,0.25,0.4263,0.154,0.0133,0.0016,0.3439,0.0161,False
0.12,0.0165,0.37,0.0604,0.1,0.1103,0.3631,0.49,0.4264,0.154,0.0133,0.0015,0.3466,0.5017,True
0.06,0.0016,0.46,0.6337,0.1,0.0157,0.4721,0.01,0.4264,0.147,0.2068,0.3441,0.3466,0.3574,False
0.12,0.0841,0.51,0.0119,0.1,0.016,0.4722,0.24,0.4265,0.147,0.2068,0.0016,0.3466,0.5561,False
0.12,0.1538,0.36,0.0065,0.1,0.0161,0.0334,0.26,0.4263,0.147,0.0133,0.0015,0.3827,0.5306,False
0.12,0.9259,0.25,0.0011,0.1,0.0158,0.0378,0.07,0.4264,0.147,0.0133,0.0016,0.3466,0.3197,False
0.18,0.0335,0.37,0.0298,0.1,0.1103,0.4724,0.49,0.4266,0.154,0.0133,0.0016,0.3466,0.5561,False
0.06,0.0689,0.59,0.0145,0.1,0.0157,0.0335,0.05,0.4263,0.147,0.2068,0.0015,0.3466,0.4579,True
0.06,0.1429,0.38,0.007,0.1,0.1051,0.4723,0.48,0.4266,0.147,0.2069,0.0016,0.3466,0.2799,True
0.06,0.02,0.52,0.05,0.1,0.0161,0.4722,0.25,0.4265,0.147,0.0133,0.0016,0.3466,0.4579,False
0.12,0.0028,0.51,0.3534,0.1,0.0158,0.0335,0.1,0.4263,0.154,0.0133,0.0015,0.3466,0.4579,True
0.04,0.1473,0.66,0.0068,0.1,0.0158,0.0333,0.07,0.4263,0.147,0.0133,0.0016,0.3466,0.4579,False
